beach_name,date,culture_sample_1_timestamp,culture_sample_1_reading,culture_sample_2_timestamp,culture_sample_2_reading,culture_reading_mean,culture_sample_interval,culture_note,dna_sample_timestamp,dna_sample_1_reading,dna_sample_2_reading,dna_reading_mean,dna_test_id,latitude,longitude,year
North Avenue,2017-05-29,,,,,,,,2017-05-29 12:17:00,63.0,45.0,53.2,2359,41.9148,-87.6273,2017
Montrose,2016-06-26,,,,,,,,2016-06-26 12:37:00,326.0,357.0,341.1,971,41.9655,-87.6385,2016
Rainbow,2017-05-31,,,,,,,,2017-05-31 00:00:00,17.0,44.0,27.3,2413,41.758,-87.551,2017
12th Street,2016-06-18,,,,,,,,2016-06-18 12:59:00,49.0,26.0,35.7,845,41.8638,-87.6083,2016
South Shore,2017-05-31,,,,,,,,2017-05-31 00:00:00,442.0,11.0,69.7,2388,41.7689,-87.5636,2017
Montrose,2016-08-07,,,,,,,,2016-08-07 12:57:00,155.0,138.0,146.3,1646,41.9655,-87.6385,2016
Oakwood,2016-07-24,,,,,,,,2016-07-24 12:29:00,24.0,61.0,38.3,1407,41.8211,-87.5976,2016
Calumet,2016-06-25,,,,,,,,2016-06-25 12:41:00,1.0,14.0,3.7,961,41.7142,-87.5299,2016
South Shore,2016-06-25,,,,,,,,2016-06-25 12:43:00,102.0,69.0,83.9,967,41.7689,-87.5636,2016
Rainbow,2016-08-20,,,,,,,,2016-08-20 12:39:00,4.0,13.0,7.2,1988,41.758,-87.551,2016
North Avenue,2016-06-18,,,,,,,,2016-06-18 12:58:00,70.0,230.0,126.9,842,41.9148,-87.6273,2016
63rd Street,2017-05-26,,,,,,,,2017-05-26 12:26:00,11.0,118.0,36.0,2287,41.7827,-87.5748,2017
Leone,2017-05-29,,,,,,,,2017-05-29 12:17:00,8.0,84.0,25.9,2344,42.0131,-87.6635,2017
Howard,2017-05-26,,,,,,,,2017-05-26 12:35:00,30.0,,30.0,2297,42.0188,-87.6663,2017
12th Street,2016-06-11,,,,,,,,2016-06-11 13:19:00,45.0,85.0,61.8,706,41.8638,-87.6083,2016
Calumet,2017-05-29,,,,,,,,2017-05-29 12:17:00,176.0,6.0,32.5,2336,41.7142,-87.5299,2017
Calumet,2016-08-28,,,,,,,,2016-08-28 12:27:00,90.0,170.0,123.7,2130,41.7142,-87.5299,2016
North Avenue,2016-07-02,,,,,,,,2016-07-02 13:05:00,84.0,2.0,13.0,1068,41.9148,-87.6273,2016
63rd Street,2016-08-25,,,,,,,,2016-08-25 13:01:00,422.0,217.0,302.6,2088,41.7827,-87.5748,2016
South Shore,2016-08-06,,,,,,,,2016-08-06 12:42:00,17.0,27.0,21.4,1626,41.7689,-87.5636,2016
Rainbow,2017-05-28,,,,,,,,2017-05-28 00:00:00,208.0,161.0,183.0,2345,41.758,-87.551,2017
63rd Street,2016-09-03,,,,,,,,2016-09-03 12:52:00,11.0,15.0,12.8,2228,41.7827,-87.5748,2016
12th Street,2016-06-04,,,,,,,,2016-06-04 00:00:00,116.0,76.0,93.9,630,41.8638,-87.6083,2016
Ohio Street,2016-06-26,,,,,,,,2016-06-26 12:37:00,383.0,596.0,477.8,972,41.8935,-87.6152,2016
Margaret T Burroughs (31st),2017-05-30,,,,,,,,2017-05-30 00:00:00,16.0,9.0,12.0,2369,41.8393,-87.6072,2017
North Avenue,2017-05-27,,,,,,,,2017-05-27 00:00:00,45.0,18.0,28.5,2302,41.9148,-87.6273,2017
Ohio Street,2016-07-10,,,,,,,,2016-07-10 13:18:00,135.0,411.0,235.6,1172,41.8935,-87.6152,2016
Montrose,2016-08-14,,,,,,,,2016-08-14 13:07:00,280.0,378.0,325.3,1826,41.9655,-87.6385,2016
North Avenue,2016-07-16,,,,,,,,2016-07-16 12:20:00,5.0,13.0,8.1,1247,41.9148,-87.6273,2016
63rd Street,2017-05-27,,,,,,,,2017-05-27 00:00:00,188.0,153.0,169.6,2300,41.7827,-87.5748,2017
Montrose,2016-07-17,,,,,,,,2016-07-17 14:27:00,95.0,44.0,64.7,1235,41.9655,-87.6385,2016
Montrose,2017-05-31,,,,,,,,2017-05-31 00:00:00,806.0,981.0,889.2,2425,41.9655,-87.6385,2017
63rd Street,2016-07-09,,,,,,,,2016-07-09 13:03:00,615.0,9.0,74.4,1168,41.7827,-87.5748,2016
Oak Street,2017-05-30,,,,,,,,2017-05-30 00:00:00,91.0,103.0,96.8,2407,41.9032,-87.6235,2017
Montrose,2017-05-30,,,,,,,,2017-05-30 00:00:00,231.0,920.0,461.0,2372,41.9655,-87.6385,2017
Montrose,2016-06-04,,,,,,,,2016-06-04 12:57:00,11.0,35.0,19.6,627,41.9655,-87.6385,2016
Ohio Street,2016-08-20,,,,,,,,2016-08-20 12:38:00,21.0,16.0,18.3,2006,41.8935,-87.6152,2016
North Avenue,2016-08-25,,,,,,,,2016-08-25 13:01:00,11.0,18.0,14.1,2054,41.9148,-87.6273,2016
North Avenue,2016-07-23,,,,,,,,2016-07-23 12:24:00,65.0,53.0,58.7,1422,41.9148,-87.6273,2016
Rainbow,2017-05-29,,,,,,,,2017-05-29 12:17:00,335.0,38.0,112.8,2354,41.758,-87.551,2017
12th Street,2016-07-24,,,,,,,,2016-07-24 12:30:00,647.0,830.0,732.8,1429,41.8638,-87.6083,2016
North Avenue,2016-07-31,,,,,,,,2016-07-31 12:18:00,6.0,22.0,11.5,1570,41.9148,-87.6273,2016
North Avenue,2016-07-24,,,,,,,,2016-07-24 15:46:00,36.0,38.0,37.0,1410,41.9148,-87.6273,2016
Calumet,2016-08-27,,,,,,,,2016-08-27 12:59:00,100.0,55.0,74.2,2125,41.7142,-87.5299,2016
Ohio Street,2016-07-03,,,,,,,,2016-07-03 12:18:00,44.0,69.0,55.1,1032,41.8935,-87.6152,2016
Rainbow,2016-07-17,,,,,,,,2016-07-17 14:27:00,60.0,188.0,106.2,1237,41.758,-87.551,2016
Howard,2017-05-30,,,,,,,,2017-05-30 00:00:00,35.0,23.0,28.4,2375,42.0188,-87.6663,2017
12th Street,2016-09-04,,,,,,,,2016-09-04 12:36:00,23.0,6.0,11.7,2273,41.8638,-87.6083,2016
North Avenue,2017-05-30,,,,,,,,2017-05-30 00:00:00,120.0,227.0,165.0,2408,41.9148,-87.6273,2017
63rd Street,2016-08-07,,,,,,,,2016-08-07 12:59:00,8.0,6.0,6.9,1632,41.7827,-87.5748,2016
Margaret T Burroughs (31st),2017-05-26,,,,,,,,2017-05-26 12:29:00,11.0,12.0,11.5,2307,41.8393,-87.6072,2017
Foster,2017-05-31,,,,,,,,2017-05-31 00:00:00,2.0,65.0,11.4,2418,41.9785,-87.6515,2017
Calumet,2017-05-30,,,,,,,,2017-05-30 00:00:00,214.0,249.0,230.8,2366,41.7142,-87.5299,2017
Leone,2017-05-31,,,,,,,,2017-05-31 00:00:00,5.0,8.0,6.3,2426,42.0131,-87.6635,2017
63rd Street,2017-05-30,,,,,,,,2017-05-30 00:00:00,165.0,252.0,203.9,2386,41.7827,-87.5748,2017
North Avenue,2016-08-27,,,,,,,,2016-08-27 13:01:00,118.0,51.0,77.6,2112,41.9148,-87.6273,2016
North Avenue,2017-05-26,,,,,,,,2017-05-26 12:31:00,8.0,33.0,16.2,2308,41.9148,-87.6273,2017
North Avenue,2016-06-19,,,,,,,,2016-06-19 12:29:00,234.0,135.0,177.7,862,41.9148,-87.6273,2016
12th Street,2016-08-14,,,,,,,,2016-08-14 13:09:00,140.0,46.0,80.2,1849,41.8638,-87.6083,2016
Ohio Street,2017-05-30,,,,,,,,2017-05-30 00:00:00,172.0,330.0,238.2,2370,41.8935,-87.6152,2017
Rogers,2017-05-26,,,,,,,,2017-05-26 00:00:00,393.0,24.0,97.1,2298,42.0213,-87.6666,2017
South Shore,2017-05-27,,,,,,,,2017-05-27 00:00:00,93.0,109.0,100.7,2312,41.7689,-87.5636,2017
Rogers,2017-05-29,,,,,,,,2017-05-29 12:17:00,13.0,16.0,14.4,2363,42.0213,-87.6666,2017
12th Street,2016-08-27,,,,,,,,2016-08-27 13:03:00,95.0,171.0,127.5,2129,41.8638,-87.6083,2016
South Shore,2016-06-04,,,,,,,,2016-06-04 12:58:00,28.0,22.0,24.8,629,41.7689,-87.5636,2016
12th Street,2016-07-17,,,,,,,,2016-07-17 14:28:00,9.0,8.0,8.5,1304,41.8638,-87.6083,2016
Rainbow,2016-07-03,,,,,,,,2016-07-03 12:18:00,86.0,152.0,114.3,1083,41.758,-87.551,2016
12th Street,2016-06-19,,,,,,,,2016-06-19 12:30:00,52.0,150.0,88.3,865,41.8638,-87.6083,2016
Ohio Street,2016-08-07,,,,,,,,2016-08-07 12:58:00,54.0,83.0,66.9,1647,41.8935,-87.6152,2016
Leone,2016-07-24,,,,,,,,2016-07-24 15:47:00,31.0,28.0,29.5,1433,42.0131,-87.6635,2016
North Avenue,2016-07-17,,,,,,,,2016-07-17 14:27:00,5.0,4.0,4.5,1302,41.9148,-87.6273,2016
Montrose,2017-05-28,,,,,,,,2017-05-28 00:00:00,137.0,35.0,69.2,2350,41.9655,-87.6385,2017
12th Street,2016-08-28,,,,,,,,2016-08-28 12:29:00,3.0,1.0,3.0,2097,41.8638,-87.6083,2016
Oak Street,2017-05-29,,,,,,,,2017-05-29 12:17:00,33.0,129.0,65.2,2358,41.9032,-87.6235,2017
Calumet,2016-08-20,,,,,,,,2016-08-20 12:37:00,46.0,40.0,42.9,1985,41.7142,-87.5299,2016
12th Street,2016-07-31,,,,,,,,2016-07-31 12:19:00,90.0,584.0,229.3,1554,41.8638,-87.6083,2016
Calumet,2016-06-12,,,,,,,,2016-06-12 12:51:00,316.0,194.0,247.6,647,41.7142,-87.5299,2016
Marion Mahony Griffin (Jarvis),2017-05-28,,,,,,,,2017-05-28 00:00:00,12.0,2.0,4.9,2334,42.0161,-87.6647,2017
Calumet,2016-07-17,,,,,,,,2016-07-17 14:26:00,10.0,12.0,11.0,1301,41.7142,-87.5299,2016
Oakwood,2017-05-29,,,,,,,,2017-05-29 12:17:00,75.0,40.0,54.8,2356,41.8211,-87.5976,2017
63rd Street,2016-06-04,,,,,,,,2016-06-04 12:58:00,70.0,137.0,97.9,589,41.7827,-87.5748,2016
Montrose,2016-06-18,,,,,,,,2016-06-18 12:57:00,25.0,131.0,57.2,822,41.9655,-87.6385,2016
Ohio Street,2017-05-31,,,,,,,,2017-05-31 00:00:00,36.0,73.0,51.3,2391,41.8935,-87.6152,2017
Montrose,2016-06-25,,,,,,,,2016-06-25 12:42:00,1275.0,1087.0,1177.3,963,41.9655,-87.6385,2016
Calumet,2016-09-03,,,,,,,,2016-09-03 12:49:00,76.0,196.0,122.0,2225,41.7142,-87.5299,2016
Montrose,2016-07-02,,,,,,,,2016-07-02 13:04:00,8.0,8.0,8.0,1067,41.9655,-87.6385,2016
63rd Street,2017-05-28,,,,,,,,2017-05-28 00:00:00,408.0,277.0,336.2,2346,41.7827,-87.5748,2017
63rd Street,2017-05-29,,,,,,,,2017-05-29 12:17:00,420.0,85.0,188.9,2355,41.7827,-87.5748,2017
Montrose,2017-05-29,,,,,,,,2017-05-29 12:17:00,298.0,739.0,469.3,2342,41.9655,-87.6385,2017
Rainbow,2016-06-12,,,,,,,,2016-06-12 12:53:00,294.0,447.0,362.5,650,41.758,-87.551,2016
63rd Street,2016-06-11,,,,,,,,2016-06-11 13:19:00,1315.0,1769.0,1525.2,646,41.7827,-87.5748,2016
Montrose,2016-08-28,,,,,,,,2016-08-28 12:27:00,70.0,190.0,115.3,2094,41.9655,-87.6385,2016
North Avenue,2016-08-07,,,,,,,,2016-08-07 12:58:00,22.0,5.0,10.5,1630,41.9148,-87.6273,2016
Hartigan (Albion),2017-05-31,,,,,,,,2017-05-31 00:00:00,6.0,5.0,5.5,2419,42.0027,-87.6564,2017
Foster,2017-05-26,,,,,,,,2017-05-26 12:32:00,92.0,221.0,142.6,2294,41.9785,-87.6515,2017
Rainbow,2016-08-21,,,,,,,,2016-08-21 12:45:00,254.0,183.0,215.6,2027,41.758,-87.551,2016
Ohio Street,2016-07-23,,,,,,,,2016-07-23 12:24:00,4.0,13.0,7.2,1403,41.8935,-87.6152,2016
Ohio Street,2016-06-25,,,,,,,,2016-06-25 12:42:00,56.0,119.0,81.6,965,41.8935,-87.6152,2016
Marion Mahony Griffin (Jarvis),2017-05-29,,,,,,,,2017-05-29 12:17:00,11.0,19.0,14.5,2362,42.0161,-87.6647,2017
12th Street,2016-08-21,,,,,,,,2016-08-21 12:46:00,112.0,47.0,72.6,1994,41.8638,-87.6083,2016
South Shore,2016-08-20,,,,,,,,2016-08-20 12:39:00,15.0,2.0,5.5,2008,41.7689,-87.5636,2016
Margaret T Burroughs (31st),2017-05-31,,,,,,,,2017-05-31 00:00:00,50.0,39.0,44.2,2390,41.8393,-87.6072,2017
63rd Street,2016-06-25,,,,,,,,2016-06-25 12:43:00,129.0,102.0,114.7,968,41.7827,-87.5748,2016
Ohio Street,2016-06-12,,,,,,,,2016-06-12 12:52:00,1851.0,287.0,728.9,670,41.8935,-87.6152,2016
North Avenue,2016-07-09,,,,,,,,2016-07-09 13:02:00,6.0,12.0,8.5,1164,41.9148,-87.6273,2016
Calumet,2016-07-24,,,,,,,,2016-07-24 12:28:00,21.0,55.0,34.0,1425,41.7142,-87.5299,2016
South Shore,2016-09-03,,,,,,,,2016-09-03 12:52:00,2.0,6.0,3.5,2248,41.7689,-87.5636,2016
South Shore,2007-05-29,2007-05-29 00:00:00,16.0,,6.3,10.0,,,,,,,,41.7689,-87.5636,2007
Howard,2014-06-18,2014-06-18 00:00:00,4.0,,4.0,4.0,,,,,,,,42.0188,-87.6663,2014
12th Street,2009-07-15,2009-07-15 00:00:00,167.0,,178.9,172.8,,,,,,,,41.8638,-87.6083,2009
Juneway,2015-08-21,2015-08-21 00:00:00,3.0,,1.0,1.7,,,,,,,,42.0224,-87.6674,2015
Calumet,2011-06-21,2011-06-21 00:00:00,3.0,,2.0,2.4,,,,,,,,41.7142,-87.5299,2011
Foster,2007-06-07,2007-06-07 00:00:00,38.4,,27.2,32.3,,,,,,,,41.9785,-87.6515,2007
Montrose,2016-08-05,2016-08-05 08:35:00,411.0,2016-08-05 08:36:00,1733.0,844.0,1.0,,2016-08-05 12:35:00,39.0,163.0,79.7,1606,41.9655,-87.6385,2016
Foster,2012-08-09,2012-08-09 00:00:00,17.3,,25.6,21.0,,,,,,,,41.9785,-87.6515,2012
Juneway,2007-08-20,2007-08-20 00:00:00,579.4,,307.6,422.2,,,,,,,,42.0224,-87.6674,2007
63rd Street,2010-07-22,2010-07-22 00:00:00,29.1,,25.3,27.1,,,,,,,,41.7827,-87.5748,2010
12th Street,2010-06-21,2010-06-21 00:00:00,648.8,,613.1,630.7,,,,,,,,41.8638,-87.6083,2010
Foster,2007-08-31,2007-08-31 00:00:00,91.0,,86.2,88.6,,,,,,,,41.9785,-87.6515,2007
Osterman,2013-05-24,2013-05-24 00:00:00,110.6,,69.7,87.8,,,,,,,,41.9877,-87.6545,2013
Juneway,2009-05-20,2009-05-20 00:00:00,13.5,,13.5,13.5,,,,,,,,42.0224,-87.6674,2009
Foster,2009-08-10,2009-08-10 00:00:00,18.5,,26.2,22.0,,,,,,,,41.9785,-87.6515,2009
Ohio Street,2009-07-02,2009-07-02 00:00:00,6.3,,13.1,9.1,,,,,,,,41.8935,-87.6152,2009
Montrose,2013-07-23,2013-07-23 00:00:00,44.0,,25.0,33.2,,,,,,,,41.9655,-87.6385,2013
Foster,2014-08-05,2014-08-05 00:00:00,77.0,,37.0,53.4,,,,,,,,41.9785,-87.6515,2014
Leone,2010-08-04,2010-08-04 00:00:00,72.3,,90.9,81.1,,,,,,,,42.0131,-87.6635,2010
North Avenue,2009-07-31,2009-07-31 00:00:00,5.2,,6.3,5.7,,,,,,,,41.9148,-87.6273,2009
Leone,2013-08-06,2013-08-06 00:00:00,16.0,,17.0,16.5,,,,,,,,42.0131,-87.6635,2013
Juneway,2016-07-26,2016-07-26 08:50:00,37.0,2016-07-26 08:51:00,22.0,28.5,1.0,,,,,,,42.0224,-87.6674,2016
63rd Street,2010-07-26,2010-07-26 00:00:00,88.4,,127.4,106.1,,,,,,,,41.7827,-87.5748,2010
Oak Street,2014-09-09,2014-09-09 00:00:00,22.0,,17.0,19.3,,,,,,,,41.9032,-87.6235,2014
Rainbow,2011-07-13,2011-07-13 00:00:00,579.4,,285.1,406.4,,,,,,,,41.758,-87.551,2011
South Shore,2009-07-16,2009-07-16 00:00:00,86.0,,16.0,37.1,,,,,,,,41.7689,-87.5636,2009
Montrose,2012-05-26,2012-05-26 00:00:00,770.0,,1153.1,942.3,,,,,,,,41.9655,-87.6385,2012
Montrose,2013-07-31,2013-07-31 00:00:00,4.0,,43.0,13.1,,,,,,,,41.9655,-87.6385,2013
Calumet,2011-07-05,2011-07-05 00:00:00,45.7,,17.3,28.1,,,,,,,,41.7142,-87.5299,2011
Juneway,2006-08-24,2006-08-24 00:00:00,45.0,,86.2,62.3,,,,,,,,42.0224,-87.6674,2006
Calumet,2007-06-26,2007-06-26 00:00:00,61.7,,47.9,54.4,,,,,,,,41.7142,-87.5299,2007
Foster,2010-08-19,2010-08-19 00:00:00,12.2,,13.4,12.8,,,,,,,,41.9785,-87.6515,2010
Juneway,2010-05-25,2010-05-25 00:00:00,1.0,,1.0,1.0,,,,,,,,42.0224,-87.6674,2010
57th Street,2009-05-23,2009-05-23 00:00:00,1.0,,15.8,4.0,,,,,,,,41.7911,-87.5797,2009
Osterman,2015-08-11,2015-08-11 00:00:00,1046.0,,687.0,847.7,,,,,,,,41.9877,-87.6545,2015
Leone,2014-08-22,2014-08-22 00:00:00,148.0,,99.0,121.0,,,,,,,,42.0131,-87.6635,2014
North Avenue,2014-07-31,2014-07-31 00:00:00,31.0,,23.0,26.7,,,,,,,,41.9148,-87.6273,2014
Montrose,2012-06-19,2012-06-19 00:00:00,167.4,,161.6,164.5,,,,,,,,41.9655,-87.6385,2012
Osterman,2012-06-28,2012-06-28 00:00:00,20.3,,10.8,14.8,,,,,,,,41.9877,-87.6545,2012
South Shore,2006-05-30,2006-05-30 00:00:00,2.0,,6.3,3.5,,,,,,,,41.7689,-87.5636,2006
South Shore,2009-07-09,2009-07-09 00:00:00,131.4,,77.6,101.0,,,,,,,,41.7689,-87.5636,2009
Rainbow,2006-08-30,2006-08-30 00:00:00,83.6,,72.3,77.7,,,,,,,,41.758,-87.551,2006
Rainbow,2010-06-22,2010-06-22 00:00:00,21.3,,23.1,22.2,,,,,,,,41.758,-87.551,2010
Montrose,2007-05-29,2007-05-29 00:00:00,42.2,,85.5,60.1,,,,,,,,41.9655,-87.6385,2007
North Avenue,2007-08-09,2007-08-09 00:00:00,33.1,,35.9,34.5,,,,,,,,41.9148,-87.6273,2007
12th Street,2013-06-07,2013-06-07 00:00:00,26.0,,33.0,29.3,,,,,,,,41.8638,-87.6083,2013
63rd Street,2015-08-24,2015-08-24 00:00:00,179.0,,115.0,143.5,,,,,,,,41.7827,-87.5748,2015
Osterman,2011-07-05,2011-07-05 00:00:00,5.2,,1.0,2.3,,,,,,,,41.9877,-87.6545,2011
Ohio Street,2013-07-25,2013-07-25 00:00:00,9.0,,8.0,8.5,,,,,,,,41.8935,-87.6152,2013
Oak Street,2008-06-12,2008-06-12 00:00:00,7.4,,45.0,18.2,,,,,,,,41.9032,-87.6235,2008
Ohio Street,2009-05-27,2009-05-27 00:00:00,238.2,,137.6,181.0,,,,,,,,41.8935,-87.6152,2009
57th Street,2015-06-11,2015-06-11 00:00:00,54.0,,39.0,45.9,,,,,,,,41.7911,-87.5797,2015
Rogers,2012-07-18,2012-07-18 00:00:00,104.3,,110.6,107.4,,,,,,,,42.0213,-87.6666,2012
Osterman,2009-05-28,2009-05-28 00:00:00,5.2,,32.3,13.0,,,,,,,,41.9877,-87.6545,2009
Oak Street,2012-08-02,2012-08-02 00:00:00,14.4,,12.1,13.2,,,,,,,,41.9032,-87.6235,2012
Calumet,2006-05-26,2006-05-26 00:00:00,,,,1.0,,,,,,,,41.7142,-87.5299,2006
Ohio Street,2016-08-10,2016-08-10 15:42:00,20.0,2016-08-10 15:43:00,9.0,13.4,1.0,,2016-08-10 13:11:00,25.0,1.0,25.0,1670,41.8935,-87.6152,2016
Montrose,2013-09-11,2013-09-11 00:00:00,125.0,,58.0,85.1,,,,,,,,41.9655,-87.6385,2013
12th Street,2012-08-24,2012-08-24 00:00:00,52.6,,81.3,65.4,,,,,,,,41.8638,-87.6083,2012
57th Street,2014-07-14,2014-07-14 00:00:00,16.0,,19.0,17.4,,,,,,,,41.7911,-87.5797,2014
Calumet,2007-06-07,2007-06-07 00:00:00,74.9,,131.4,99.2,,,,,,,,41.7142,-87.5299,2007
South Shore,2013-08-19,2013-08-19 00:00:00,102.0,,110.0,105.9,,,,,,,,41.7689,-87.5636,2013
North Avenue,2011-05-31,2011-05-31 00:00:00,45.7,,22.8,32.3,,,,,,,,41.9148,-87.6273,2011
Juneway,2015-06-23,2015-06-23 00:00:00,25.0,,14.0,18.7,,,,,,,,42.0224,-87.6674,2015
Rogers,2014-06-11,2014-06-11 00:00:00,108.0,,105.0,106.5,,,,,,,,42.0213,-87.6666,2014
South Shore,2016-08-01,2016-08-01 08:25:00,25.0,2016-08-01 08:27:00,55.0,37.1,2.0,,,,,,,41.7689,-87.5636,2016
Osterman,2009-07-29,2009-07-29 00:00:00,50.4,,48.1,49.2,,,,,,,,41.9877,-87.6545,2009
Ohio Street,2011-06-24,2011-06-24 00:00:00,209.8,,613.1,358.6,,,,,,,,41.8935,-87.6152,2011
South Shore,2008-06-17,2008-06-17 00:00:00,108.6,,90.8,99.3,,,,,,,,41.7689,-87.5636,2008
12th Street,2014-07-28,2014-07-28 00:00:00,1986.0,,1203.0,1545.7,,,,,,,,41.8638,-87.6083,2014
Osterman,2016-07-12,2016-07-12 09:45:00,1.0,2016-07-12 09:46:00,1.0,1.0,1.0,,,,,,,41.9877,-87.6545,2016
12th Street,2015-06-13,2015-06-13 00:00:00,30.9,,25.9,28.3,,,,,,,,41.8638,-87.6083,2015
Foster,2013-06-11,2013-06-11 00:00:00,2.0,,2.0,2.0,,,,,,,,41.9785,-87.6515,2013
Rogers,2006-06-16,2006-06-16 00:00:00,22.8,,17.3,19.9,,,,,,,,42.0213,-87.6666,2006
57th Street,2008-08-06,2008-08-06 00:00:00,93.2,,142.1,115.1,,,,,,,,41.7911,-87.5797,2008
North Avenue,2014-08-20,2014-08-20 00:00:00,20.0,,36.0,26.8,,,,,,,,41.9148,-87.6273,2014
Leone,2013-06-17,2013-06-17 00:00:00,2.0,,5.0,3.2,,,,,,,,42.0131,-87.6635,2013
Ohio Street,2016-06-16,2016-06-16 07:03:00,9.0,2016-06-16 07:04:00,9.0,9.0,1.0,,2016-06-16 12:02:00,10.0,2.0,4.5,724,41.8935,-87.6152,2016
Ohio Street,2015-06-04,2015-06-04 00:00:00,25.0,,107.0,51.7,,,,,,,,41.8935,-87.6152,2015
Rainbow,2015-07-28,2015-07-28 00:00:00,579.0,,101.0,241.8,,,2015-07-28 00:00:00,78.9,984.0,279.0,183,41.758,-87.551,2015
Calumet,2013-07-28,2013-07-28 00:00:00,91.0,,82.0,86.4,,,,,,,,41.7142,-87.5299,2013
Calumet,2012-06-19,2012-06-19 00:00:00,125.9,,214.3,164.3,,,,,,,,41.7142,-87.5299,2012
Howard,2007-08-31,2007-08-31 00:00:00,107.6,,59.4,79.9,,,,,,,,42.0188,-87.6663,2007
Osterman,2014-05-29,2014-05-29 00:00:00,77.0,,210.0,127.2,,,,,,,,41.9877,-87.6545,2014
Rainbow,2011-08-10,2011-08-10 00:00:00,344.8,,1046.2,600.6,,,,,,,,41.758,-87.551,2011
Juneway,2011-06-22,2011-06-22 00:00:00,9.7,,13.5,11.4,,,,,,,,42.0224,-87.6674,2011
63rd Street,2012-06-06,2012-06-06 00:00:00,21.1,,13.4,16.8,,,,,,,,41.7827,-87.5748,2012
Rainbow,2016-08-02,2016-08-02 07:42:00,28.0,2016-08-02 07:43:00,22.0,24.8,1.0,,,,,,,41.758,-87.551,2016
Osterman,2016-05-26,2016-05-26 10:00:00,5.0,2016-05-26 10:01:00,22.0,10.5,1.0,,,,,,,41.9877,-87.6545,2016
12th Street,2006-07-14,2006-07-14 00:00:00,410.6,,866.4,596.4,,,,,,,,41.8638,-87.6083,2006
Howard,2011-07-20,2011-07-20 00:00:00,1.0,,2.0,1.4,,,,,,,,42.0188,-87.6663,2011
Juneway,2008-08-20,2008-08-20 00:00:00,79.4,,119.8,97.5,,,,,,,,42.0224,-87.6674,2008
Foster,2011-08-12,2011-08-12 00:00:00,5.2,,19.5,10.1,,,,,,,,41.9785,-87.6515,2011
Ohio Street,2015-08-26,2015-08-26 00:00:00,12.0,,18.0,14.7,,,,,,,,41.8935,-87.6152,2015
Ohio Street,2010-08-16,2010-08-16 00:00:00,5.2,,3.1,4.0,,,,,,,,41.8935,-87.6152,2010
Rogers,2007-08-01,2007-08-01 00:00:00,12.1,,8.6,10.2,,,,,,,,42.0213,-87.6666,2007
Osterman,2009-07-22,2009-07-22 00:00:00,25.3,,24.1,24.7,,,,,,,,41.9877,-87.6545,2009
57th Street,2007-06-11,2007-06-11 00:00:00,185.0,,172.3,178.5,,,,,,,,41.7911,-87.5797,2007
57th Street,2009-08-12,2009-08-12 00:00:00,272.3,,191.8,228.5,,,,,,,,41.7911,-87.5797,2009
Osterman,2010-08-03,2010-08-03 00:00:00,107.6,,178.5,138.6,,,,,,,,41.9877,-87.6545,2010
South Shore,2013-07-03,2013-07-03 00:00:00,66.0,,51.0,58.0,,,,,,,,41.7689,-87.5636,2013
57th Street,2011-08-22,2011-08-22 00:00:00,71.7,,25.9,43.1,,,,,,,,41.7911,-87.5797,2011
63rd Street,2007-08-27,2007-08-27 00:00:00,43.2,,95.9,64.4,,,,,,,,41.7827,-87.5748,2007
12th Street,2009-06-29,2009-06-29 00:00:00,1.0,,4.1,2.0,,,,,,,,41.8638,-87.6083,2009
Leone,2010-06-29,2010-06-29 00:00:00,41.4,,75.4,55.9,,,,,,,,42.0131,-87.6635,2010
Leone,2016-08-29,2016-08-29 09:35:00,73.0,2016-08-29 09:36:00,57.0,64.5,1.0,,,,,,,42.0131,-87.6635,2016
Osterman,2011-06-24,2011-06-24 00:00:00,2.0,,2.0,2.0,,,,,,,,41.9877,-87.6545,2011
Juneway,2009-05-27,2009-05-27 00:00:00,9.8,,6.3,7.9,,,,,,,,42.0224,-87.6674,2009
Calumet,2013-08-01,2013-08-01 00:00:00,206.0,,88.0,134.6,,,,,,,,41.7142,-87.5299,2013
North Avenue,2006-06-12,2006-06-12 00:00:00,1.0,,1.0,1.0,,,,,,,,41.9148,-87.6273,2006
Ohio Street,2014-05-23,2014-05-23 00:00:00,192.0,,461.0,297.5,,,,,,,,41.8935,-87.6152,2014
12th Street,2016-07-14,2016-07-14 06:45:00,107.0,2016-07-14 06:46:00,162.0,131.7,1.0,,2016-07-14 12:56:00,27.0,38.0,32.0,1245,41.8638,-87.6083,2016
Leone,2015-08-21,2015-08-21 00:00:00,378.0,,27.0,101.0,,,,,,,,42.0131,-87.6635,2015
Rogers,2009-07-06,2009-07-06 00:00:00,4.1,,7.4,5.5,,,,,,,,42.0213,-87.6666,2009
Ohio Street,2016-08-18,2016-08-18 08:30:00,727.0,2016-08-18 08:31:00,236.0,414.2,1.0,,2016-08-18 12:56:00,1274.0,486.0,786.9,1891,41.8935,-87.6152,2016
Calumet,2014-08-06,2014-08-06 00:00:00,387.0,,461.0,422.4,,,,,,,,41.7142,-87.5299,2014
South Shore,2006-08-17,2006-08-17 00:00:00,18.5,,18.9,18.7,,,,,,,,41.7689,-87.5636,2006
