DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
2347,05/28/2017 12:00:00 AM,57th Street,127.0,190.0,155.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Hartigan,,,,88336,07/19/2010 12:00:00 AM,54.6,60.9,57.7,,,,,,
,,Margaret T Burroughs,,,,92203,08/31/2009 12:00:00 AM,131.7,186.0,156.5,,,,,,
,,Marion Mahony Griffin,,,,93010,08/15/2014 12:00:00 AM,10.0,6.0,7.7,,,,,,
,,Hartigan,,,,104457,05/31/2007 12:00:00 AM,193.5,206.4,199.8,,,,,,
,,Marion Mahony Griffin,,,,111216,06/24/2013 12:00:00 AM,16.0,4.0,8.0,,,,,,
,,Margaret T Burroughs,,,,96867,08/27/2013 12:00:00 AM,5.0,2.0,3.2,,,,,,
,,Margaret T Burroughs,,,,108414,06/11/2014 12:00:00 AM,20.0,10.0,14.1,,,,,,
,,Marion Mahony Griffin,,,,88764,07/01/2010 12:00:00 AM,1.0,8.5,2.9,,,,,,
,,Hartigan,,,,113609,08/01/2016 09:35:00 AM,4.0,1.0,2.0,,1,08/01/2016 09:36:00 AM,,,
,,Marion Mahony Griffin,,,,89786,08/19/2010 12:00:00 AM,13.1,20.1,16.2,,,,,,
,,Marion Mahony Griffin,,,,97583,06/13/2011 12:00:00 AM,7.4,8.4,7.9,,,,,,
,,Margaret T Burroughs,,,,91050,07/17/2009 12:00:00 AM,26.9,36.8,31.5,,,,,,
,,Hartigan,,,,101882,06/02/2009 12:00:00 AM,145.0,191.8,166.8,,,,,,
,,Marion Mahony Griffin,,,,103961,07/04/2007 12:00:00 AM,14.6,18.9,16.6,,,,,,
,,Marion Mahony Griffin,,,,91773,07/08/2009 12:00:00 AM,29.5,37.9,33.4,,,,,,
,,Marion Mahony Griffin,,,,108868,07/29/2014 12:00:00 AM,28.0,33.0,30.4,,,,,,
,,Margaret T Burroughs,,,,110932,06/18/2014 12:00:00 AM,3.0,7.0,4.6,,,,,,
666,06/10/2016 01:27:00 PM,Margaret T Burroughs,53.0,36.0,43.7,112845,06/10/2016 08:10:00 AM,35.0,24.0,29.0,,5,06/10/2016 08:15:00 AM,,,
,,Margaret T Burroughs,,,,105274,07/10/2014 12:00:00 AM,35.0,16.0,23.7,,,,,,
,,Columbia,,,,100577,07/30/2008 12:00:00 AM,18.7,365.4,82.7,,,,,,
,,Hartigan,,,,108599,07/05/2012 12:00:00 AM,10.9,9.7,10.3,,,,,,
,,Margaret T Burroughs,,,,112582,08/06/2012 12:00:00 AM,30.1,10.9,18.1,,,,,,
,,Marion Mahony Griffin,,,,111113,06/14/2013 12:00:00 AM,84.0,77.0,80.4,,,,,,
,,Margaret T Burroughs,,,,91165,07/22/2009 12:00:00 AM,62.4,67.7,65.0,,,,,,
,,Hartigan,,,,93563,07/16/2015 12:00:00 AM,105.0,114.0,109.4,,,,,,
,,Columbia,,,,103982,07/05/2007 12:00:00 AM,6.3,14.6,9.6,,,,,,
,,NA,,,,96646,07/19/2011 12:00:00 AM,81.3,60.5,70.1,,,,,,
,,Marion Mahony Griffin,,,,104280,06/28/2006 12:00:00 AM,3.1,6.3,4.4,,,,,,
,,Marion Mahony Griffin,,,,95016,08/17/2015 12:00:00 AM,6.0,8.0,6.9,,,,,,
,,Hartigan,,,,98323,08/16/2006 12:00:00 AM,29.5,25.0,27.2,,,,,,
,,Columbia,,,,104552,06/13/2006 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Hartigan,,,,101708,08/29/2007 12:00:00 AM,51.2,59.8,55.3,,,,,,
,,Margaret T Burroughs,,,,100522,07/28/2008 12:00:00 AM,32.7,70.3,47.9,,,,,,
,,Margaret T Burroughs,,,,112202,05/25/2012 12:00:00 AM,104.3,51.2,73.1,,,,,,
,,Columbia,,,,100599,07/31/2008 12:00:00 AM,6.3,5.2,5.7,,,,,,
,,Margaret T Burroughs,,,,94523,08/04/2015 12:00:00 AM,29.0,31.0,30.0,,,,,,
,,Margaret T Burroughs,,,,97979,07/12/2006 12:00:00 AM,224.7,36.4,90.4,,,,,,
,,Marion Mahony Griffin,,,,102007,07/02/2008 12:00:00 AM,8.6,4.1,5.9,,,,,,
,,Hartigan,,,,93792,07/21/2015 12:00:00 AM,52.0,44.0,47.8,,,,,,
,,Marion Mahony Griffin,,,,94639,05/20/2015 12:00:00 AM,23.0,11.0,15.9,,,,,,
,,Hartigan,,,,103241,07/26/2006 12:00:00 AM,14.1,38.9,23.4,,,,,,
,,Columbia,,,,91360,07/30/2009 12:00:00 AM,14.4,9.6,11.8,,,,,,
,,Hartigan,,,,97603,06/14/2011 12:00:00 AM,2.0,5.2,3.2,,,,,,
,,Margaret T Burroughs,,,,107067,08/02/2013 12:00:00 AM,15.0,15.0,15.0,,,,,,
,,Marion Mahony Griffin,,,,91451,06/24/2009 12:00:00 AM,248.1,93.3,152.1,,,,,,
,,Margaret T Burroughs,,,,102910,08/22/2006 12:00:00 AM,58.1,71.4,64.4,,,,,,
,,Columbia,,,,101335,08/23/2007 12:00:00 AM,26.2,16.0,20.5,,,,,,
2289,05/26/2017 12:29:00 PM,12th Street,67.0,756.0,225.1,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Margaret T Burroughs,,,,107849,08/05/2013 12:00:00 AM,34.0,47.0,40.0,,,,,,
,,Marion Mahony Griffin,,,,96676,07/20/2011 12:00:00 AM,4.1,7.3,5.5,,,,,,
,,Hartigan,,,,112362,06/16/2014 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Margaret T Burroughs,,,,111428,06/08/2012 12:00:00 AM,13.4,24.6,18.2,,,,,,
,,Columbia,,,,99342,07/13/2007 12:00:00 AM,30.1,24.6,27.2,,,,,,
,,Margaret T Burroughs,,,,103414,08/28/2006 12:00:00 AM,816.4,547.6,668.6,,,,,,
2343,05/29/2017 12:17:00 PM,Osterman,7.0,38.0,16.3,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Columbia,,,,102971,08/24/2006 12:00:00 AM,387.3,325.5,355.1,,,,,,
,,Marion Mahony Griffin,,,,90018,06/16/2011 12:00:00 AM,1.0,3.1,1.8,,,,,,
,,Margaret T Burroughs,,,,112782,06/07/2016 09:45:00 AM,2420.0,1986.0,2192.3,,5,06/07/2016 09:50:00 AM,,,
,,Margaret T Burroughs,,,,108790,07/26/2014 12:00:00 AM,11.0,12.0,11.5,,,,,,
,,Margaret T Burroughs,,,,105570,06/30/2013 12:00:00 AM,131.0,99.0,113.9,,,,,,
,,Hartigan,,,,97805,07/14/2006 12:00:00 AM,20.9,22.8,21.8,,,,,,
,,Columbia,,,,91725,07/06/2009 12:00:00 AM,7.5,14.2,10.3,,,,,,
,,Hartigan,,,,89003,08/12/2009 12:00:00 AM,12.0,8.6,10.2,,,,,,
,,Hartigan,,,,89904,08/25/2010 12:00:00 AM,16.1,26.2,20.5,,,,,,
,,Margaret T Burroughs,,,,105153,06/02/2012 12:00:00 AM,96.8,111.9,104.1,,,,,,
,,Margaret T Burroughs,,,,108633,07/07/2012 12:00:00 AM,2420.0,2420.0,2420.0,,,,,,
,,Marion Mahony Griffin,,,,95213,08/21/2015 12:00:00 AM,26.0,28.0,27.0,,,,,,
,,Marion Mahony Griffin,,,,92871,07/01/2015 12:00:00 AM,55.0,46.0,50.3,,,,,,
,,Hartigan,,,,94793,05/22/2015 12:00:00 AM,4.0,3.0,3.5,,,,,,
,,Margaret T Burroughs,,,,89756,08/18/2010 12:00:00 AM,88.4,58.3,71.8,,,,,,
2330,05/28/2017 12:00:00 AM,Margaret T Burroughs (31st),101.0,46.0,68.2,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Marion Mahony Griffin,,,,108623,07/06/2012 12:00:00 AM,6.3,2.0,3.5,,,,,,
,,Margaret T Burroughs,,,,105219,06/05/2012 12:00:00 AM,579.4,816.4,687.8,,,,,,
,,Margaret T Burroughs,,,,93554,07/16/2015 12:00:00 AM,112.0,84.0,97.0,,,,,,
,,Margaret T Burroughs,,,,100331,06/13/2008 12:00:00 AM,21.0,17.1,18.9,,,,,,
,,Margaret T Burroughs,,,,108300,07/03/2012 12:00:00 AM,16.0,5.2,9.1,,,,,,
,,Hartigan,,,,103883,09/01/2006 12:00:00 AM,111.2,143.9,126.5,,,,,,
,,Marion Mahony Griffin,,,,97920,07/07/2006 12:00:00 AM,2419.6,1732.9,2047.7,,,,,,
,,Margaret T Burroughs,,,,90629,06/08/2011 12:00:00 AM,1.0,95.9,9.8,,,,,,
,,Marion Mahony Griffin,,,,90150,06/22/2011 12:00:00 AM,344.8,30.9,103.2,,,,,,
,,Marion Mahony Griffin,,,,104689,06/30/2006 12:00:00 AM,62.6,63.1,62.8,,,,,,
585,06/03/2016 11:39:00 AM,Margaret T Burroughs,75.0,95.0,84.4,112737,06/03/2016 07:25:00 AM,214.0,210.0,212.0,,2,06/03/2016 07:27:00 AM,,,
,,NA,,,,106074,07/22/2013 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Marion Mahony Griffin,,,,110365,07/04/2014 12:00:00 AM,15.0,16.0,15.5,,,,,,
,,Columbia,,,,102508,08/25/2008 12:00:00 AM,28.8,16.6,21.9,,,,,,
,,Marion Mahony Griffin,,,,98135,06/05/2007 12:00:00 AM,12.0,1.0,3.5,,,,,,
,,Hartigan,,,,98966,07/31/2007 12:00:00 AM,24.6,25.9,25.2,,,,,,
,,Marion Mahony Griffin,,,,94241,08/07/2009 12:00:00 AM,261.3,11.0,53.6,,,,,,
,,Marion Mahony Griffin,,,,109102,06/04/2013 12:00:00 AM,11.0,16.0,13.3,,,,,,
,,Margaret T Burroughs,,,,102854,07/25/2006 12:00:00 AM,24.6,67.0,40.6,,,,,,
,,Margaret T Burroughs,,,,108047,08/19/2013 12:00:00 AM,7.0,5.0,5.9,,,,,,
,,Hartigan,,,,90485,06/01/2011 12:00:00 AM,4.1,2.0,2.9,,,,,,
,,Marion Mahony Griffin,,,,89666,08/13/2010 12:00:00 AM,218.7,193.5,205.7,,,,,,
,,Margaret T Burroughs,,,,113188,07/05/2016 10:45:00 AM,10.0,8.0,8.9,,5,07/05/2016 10:50:00 AM,,,
1324,07/22/2016 12:40:00 PM,Margaret T Burroughs,4998.0,6951.0,5894.2,113468,07/22/2016 07:40:00 AM,2420.0,2420.0,2420.0,,5,07/22/2016 07:45:00 AM,,,
,,Margaret T Burroughs,,,,95005,08/17/2015 12:00:00 AM,1986.0,727.0,1201.6,,,,,,
,,Margaret T Burroughs,,,,89656,08/13/2010 12:00:00 AM,52.0,60.9,56.3,,,,,,
,,Hartigan,,,,97191,06/07/2013 12:00:00 AM,27.0,27.0,27.0,,,,,,
,,Marion Mahony Griffin,,,,109563,06/19/2015 12:00:00 AM,47.0,96.0,67.2,,,,,,
,,Margaret T Burroughs,,,,89445,05/27/2011 12:00:00 AM,85.7,135.4,107.7,,,,,,
,,Margaret T Burroughs,,,,103947,07/04/2007 12:00:00 AM,11.0,31.1,18.5,,,,,,
,,Margaret T Burroughs,,,,101675,08/28/2007 12:00:00 AM,178.5,72.7,113.9,,,,,,
,,Hartigan,,,,95148,08/18/2015 12:00:00 AM,9.0,10.0,9.5,,,,,,
,,Margaret T Burroughs,,,,101243,08/09/2008 12:00:00 AM,113.0,96.7,104.5,,,,,,
,,NA,,,,106726,06/27/2014 12:00:00 AM,8.0,3.0,4.9,,,,,,
,,Margaret T Burroughs,,,,93762,07/20/2015 12:00:00 AM,31.0,59.0,42.8,,,,,,
,,Columbia,,,,100028,06/09/2008 12:00:00 AM,43.2,37.3,40.1,,,,,,
,,Margaret T Burroughs,,,,98841,07/26/2007 12:00:00 AM,152.9,172.5,162.4,,,,,,
,,Marion Mahony Griffin,,,,100846,08/01/2008 12:00:00 AM,27.5,307.6,92.0,,,,,,
,,Marion Mahony Griffin,,,,107772,07/22/2014 12:00:00 AM,1.0,2.0,1.4,,,,,,
,,Columbia,,,,103450,08/29/2006 12:00:00 AM,117.8,191.8,150.3,,,,,,
,,Marion Mahony Griffin,,,,93565,07/16/2015 12:00:00 AM,74.0,76.0,75.0,,,,,,
,,Marion Mahony Griffin,,,,87491,06/15/2010 12:00:00 AM,44.3,52.1,48.0,,,,,,
,,Hartigan,,,,98989,08/01/2007 12:00:00 AM,26.9,29.5,28.2,,,,,,
,,Margaret T Burroughs,,,,109678,07/01/2014 12:00:00 AM,1.0,3.0,1.7,,,,,,
,,Marion Mahony Griffin,,,,88784,07/02/2010 12:00:00 AM,178.5,6.2,33.3,,,,,,
,,Margaret T Burroughs,,,,89896,08/25/2010 12:00:00 AM,36.8,32.7,34.7,,,,,,
,,Marion Mahony Griffin,,,,99757,06/02/2008 12:00:00 AM,4.1,1.0,2.0,,,,,,
,,Hartigan,,,,108932,05/22/2013 12:00:00 AM,49.0,40.0,44.3,,,,,,
,,Margaret T Burroughs,,,,106136,07/25/2013 12:00:00 AM,5.0,3.0,3.9,,,,,,
1236,07/17/2016 02:27:00 PM,Ohio Street,36.0,4.0,12.0,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
1061,07/01/2016 11:29:00 AM,Margaret T Burroughs,175.0,281.0,221.8,113167,07/01/2016 06:25:00 AM,206.0,260.0,231.4,,2,07/01/2016 06:27:00 AM,,,
,,Marion Mahony Griffin,,,,105209,06/04/2012 12:00:00 AM,8.4,14.6,11.1,,,,,,
,,Columbia,,,,91817,07/10/2009 12:00:00 AM,14.8,21.8,18.0,,,,,,
,,Marion Mahony Griffin,,,,110063,07/12/2012 12:00:00 AM,16.1,27.2,20.9,,,,,,
,,Hartigan,,,,109100,06/04/2013 12:00:00 AM,44.0,27.0,34.5,,,,,,
,,Margaret T Burroughs,,,,107826,07/25/2014 12:00:00 AM,308.0,208.0,253.1,,,,,,
,,Marion Mahony Griffin,,,,92124,08/27/2009 12:00:00 AM,131.4,110.6,120.6,,,,,,
,,Columbia,,,,98251,07/19/2006 12:00:00 AM,75.4,,8.7,,,,,,
,,Marion Mahony Griffin,,,,95846,07/29/2015 12:00:00 AM,3.0,3.0,3.0,,,,,,
,,Hartigan,,,,90456,07/06/2011 12:00:00 AM,25.6,15.8,20.1,,,,,,
,,Hartigan,,,,93604,08/27/2014 12:00:00 AM,27.0,31.0,28.9,,,,,,
,,Hartigan,,,,105372,07/14/2014 12:00:00 AM,8.0,5.0,6.3,,,,,,
,,Margaret T Burroughs,,,,105815,06/15/2012 12:00:00 AM,28.8,60.5,41.7,,,,,,
,,NA,,,,103696,06/06/2006 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Hartigan,,,,113787,08/11/2016 08:45:00 AM,16.0,19.0,17.4,,1,08/11/2016 08:46:00 AM,,,
,,Margaret T Burroughs,,,,104860,08/07/2006 12:00:00 AM,133.4,145.5,139.3,,,,,,
,,Marion Mahony Griffin,,,,102950,08/23/2006 12:00:00 AM,33.6,32.7,33.1,,,,,,
,,Columbia,,,,92377,08/03/2009 12:00:00 AM,35.5,38.6,37.0,,,,,,
,,Marion Mahony Griffin,,,,101932,06/04/2009 12:00:00 AM,14.5,8.5,11.1,,,,,,
,,Hartigan,,,,110697,08/02/2012 12:00:00 AM,13.4,18.3,15.7,,,,,,
,,Margaret T Burroughs,,,,107697,05/30/2013 12:00:00 AM,114.0,60.0,82.7,,,,,,
,,Marion Mahony Griffin,,,,112417,07/15/2013 12:00:00 AM,4.0,22.0,9.4,,,,,,
,,Columbia,,,,101749,08/11/2008 12:00:00 AM,101.4,98.5,99.9,,,,,,
,,Hartigan,,,,103667,06/05/2006 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Margaret T Burroughs,,,,109413,08/21/2013 12:00:00 AM,8.0,44.0,18.8,,,,,,
,,Hartigan,,,,102244,06/18/2009 12:00:00 AM,1.0,5.2,2.3,,,,,,
,,Margaret T Burroughs,,,,105592,07/01/2013 12:00:00 AM,35.0,80.0,52.9,,,,,,
,,Margaret T Burroughs,,,,101652,08/27/2007 12:00:00 AM,186.0,166.4,175.9,,,,,,
,,Hartigan,,,,88722,06/29/2010 12:00:00 AM,80.1,64.5,71.9,,,,,,
,,Margaret T Burroughs,,,,95683,08/28/2015 12:00:00 AM,21.0,21.0,21.0,,,,,,
,,Margaret T Burroughs,,,,105548,06/29/2013 12:00:00 AM,649.0,461.0,547.0,,,,,,
,,Marion Mahony Griffin,,,,104802,08/04/2006 12:00:00 AM,19.7,24.3,21.9,,,,,,
,,Hartigan,,,,112638,05/26/2016 10:20:00 AM,14.0,7.0,9.9,,1,05/26/2016 10:21:00 AM,,,
,,Margaret T Burroughs,,,,88160,06/01/2010 12:00:00 AM,1119.3,95.9,327.6,,,,,,
,,Columbia,,,,97918,07/07/2006 12:00:00 AM,1413.6,1553.1,1481.7,,,,,,
,,Hartigan,,,,104797,08/04/2006 12:00:00 AM,15.6,12.2,13.8,,,,,,
2111,08/27/2016 01:00:00 PM,Margaret T Burroughs,854.0,760.0,805.6,,,,,,,,,,,
,,Margaret T Burroughs,,,,112998,06/21/2016 07:36:00 AM,24.0,33.0,28.1,,2,06/21/2016 07:38:00 AM,,,
,,Hartigan,,,,88636,08/03/2010 12:00:00 AM,21.8,25.9,23.8,,,,,,
,,Marion Mahony Griffin,,,,95038,05/28/2015 12:00:00 AM,3.0,4.0,3.5,,,,,,
,,Margaret T Burroughs,,,,97796,07/14/2006 12:00:00 AM,83.9,104.6,93.7,,,,,,
,,Margaret T Burroughs,,,,88874,07/07/2010 12:00:00 AM,90.8,686.7,249.7,,,,,,
,,Marion Mahony Griffin,,,,99691,05/30/2008 12:00:00 AM,48.1,43.5,45.7,,,,,,
,,Hartigan,,,,89134,06/10/2010 12:00:00 AM,10.9,20.3,14.9,,,,,,
,,Margaret T Burroughs,,,,91326,07/29/2009 12:00:00 AM,21.3,12.0,16.0,,,,,,
,,Margaret T Burroughs,,,,96246,08/11/2011 12:00:00 AM,17.3,91.0,39.7,,,,,,
,,Margaret T Burroughs,,,,100477,07/21/2008 12:00:00 AM,122.3,129.6,125.9,,,,,,
,,Margaret T Burroughs,,,,98049,08/14/2006 12:00:00 AM,17.7,32.8,24.1,,,,,,
,,Hartigan,,,,101662,08/27/2007 12:00:00 AM,201.4,224.7,212.7,,,,,,
,,Hartigan,,,,100792,06/18/2008 12:00:00 AM,2.0,3.1,2.5,,,,,,
,,Hartigan,,,,94191,08/05/2009 12:00:00 AM,37.4,63.8,48.8,,,,,,
,,Hartigan,,,,112942,06/16/2016 08:30:00 AM,2.0,1.0,1.4,,1,06/16/2016 08:31:00 AM,,,
1121,07/07/2016 11:48:00 AM,Margaret T Burroughs,58.0,347.0,141.9,113230,07/07/2016 06:34:00 AM,45.0,50.0,47.4,,1,07/07/2016 06:35:00 AM,,,
,,Marion Mahony Griffin,,,,91017,07/15/2009 12:00:00 AM,12.1,17.3,14.5,,,,,,
1629,08/07/2016 12:57:00 PM,Calumet,47.0,9.0,20.6,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Hartigan,,,,105691,08/24/2012 12:00:00 AM,75.4,67.7,71.4,,,,,,
,,Marion Mahony Griffin,,,,94883,05/26/2015 12:00:00 AM,6.0,9.0,7.3,,,,,,
,,Marion Mahony Griffin,,,,108404,06/10/2014 12:00:00 AM,23.0,17.0,19.8,,,,,,
2313,05/27/2017 12:00:00 AM,57th Street,78.0,51.0,63.1,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Margaret T Burroughs,,,,108164,06/16/2015 12:00:00 AM,1046.0,248.0,509.3,,,,,,
,,Columbia,,,,98035,08/11/2006 12:00:00 AM,116.2,61.3,84.4,,,,,,
,,Hartigan,,,,91220,07/24/2009 12:00:00 AM,61.3,78.5,69.4,,,,,,
,,Columbia,,,,99198,08/10/2007 12:00:00 AM,46.4,48.7,47.5,,,,,,
,,Marion Mahony Griffin,,,,112617,08/07/2012 12:00:00 AM,2.0,2.0,2.0,,,,,,
,,Columbia,,,,98201,07/17/2006 12:00:00 AM,73.3,,8.6,,,,,,
,,Marion Mahony Griffin,,,,94218,08/06/2009 12:00:00 AM,27.9,8.6,15.5,,,,,,
,,Marion Mahony Griffin,,,,94618,05/19/2015 12:00:00 AM,12.0,20.0,15.5,,,,,,
,,Hartigan,,,,88356,07/20/2010 12:00:00 AM,46.4,43.5,44.9,,,,,,
,,Hartigan,,,,107280,06/29/2012 12:00:00 AM,18.7,25.6,21.9,,,,,,
,,Marion Mahony Griffin,,,,109997,07/09/2012 12:00:00 AM,32.8,24.1,28.1,,,,,,
,,Margaret T Burroughs,,,,109068,06/03/2013 12:00:00 AM,231.0,272.0,250.7,,,,,,
,,Marion Mahony Griffin,,,,105783,06/13/2012 12:00:00 AM,10.9,10.9,10.9,,,,,,
,,Marion Mahony Griffin,,,,100234,07/25/2008 12:00:00 AM,6.3,8.5,7.3,,,,,,
,,Margaret T Burroughs,,,,104748,07/03/2006 12:00:00 AM,0.0,0.0,,,,,,,
,,Marion Mahony Griffin,,,,102051,07/04/2008 12:00:00 AM,43.1,57.8,49.9,,,,,,
,,Hartigan,,,,93216,08/19/2014 12:00:00 AM,8.0,10.0,8.9,,,,,,
521,05/26/2016 12:00:00 AM,Margaret T Burroughs,3.0,14.0,6.5,112629,05/26/2016 07:45:00 AM,3.0,6.0,4.2,,5,05/26/2016 07:50:00 AM,,,
,,Columbia,,,,101449,06/27/2008 12:00:00 AM,81.3,62.0,71.0,,,,,,
,,Hartigan,,,,111703,05/27/2014 12:00:00 AM,2.0,1.0,1.4,,,,,,
,,Margaret T Burroughs,,,,98648,06/13/2007 12:00:00 AM,190.4,186.0,188.2,,,,,,
861,06/19/2016 12:28:00 PM,Margaret T Burroughs,511.0,22.0,106.0,,,,,,,,,,,
,,Margaret T Burroughs,,,,101896,06/03/2009 12:00:00 AM,12.1,10.9,11.5,,,,,,
,,Columbia,,,,102408,07/10/2008 12:00:00 AM,4.1,648.8,51.6,,,,,,
,,Hartigan,,,,95692,08/28/2015 12:00:00 AM,72.0,87.0,79.1,,,,,,
,,Marion Mahony Griffin,,,,96967,08/23/2011 12:00:00 AM,39.9,36.4,38.1,,,,,,
,,Marion Mahony Griffin,,,,90619,06/07/2011 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Margaret T Burroughs,,,,100097,07/14/2008 12:00:00 AM,35.5,44.1,39.6,,,,,,
,,Marion Mahony Griffin,,,,109891,08/01/2014 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Margaret T Burroughs,,,,108655,07/08/2012 12:00:00 AM,488.4,686.7,579.1,,,,,,
,,Columbia,,,,102364,07/08/2008 12:00:00 AM,3.0,4.1,3.5,,,,,,
,,Hartigan,,,,94680,08/07/2015 12:00:00 AM,16.0,25.0,20.0,,,,,,
,,Marion Mahony Griffin,,,,98684,06/14/2007 12:00:00 AM,8.4,7.5,7.9,,,,,,
,,Columbia,,,,92400,08/04/2009 12:00:00 AM,8.5,5.2,6.6,,,,,,
,,Margaret T Burroughs,,,,108766,07/18/2012 12:00:00 AM,435.2,328.2,377.9,,,,,,
2146,08/28/2016 12:28:00 PM,North Avenue,66.0,65.0,65.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Margaret T Burroughs,,,,90737,07/13/2010 12:00:00 AM,106.7,114.5,110.5,,,,,,
,,Margaret T Burroughs,,,,109782,08/19/2011 12:00:00 AM,16.1,54.6,29.6,,,,,,
,,Marion Mahony Griffin,,,,90971,07/13/2009 12:00:00 AM,14.6,71.2,32.2,,,,,,
,,Margaret T Burroughs,,,,92389,08/04/2009 12:00:00 AM,9.8,7.5,8.6,,,,,,
,,Marion Mahony Griffin,,,,102510,08/25/2008 12:00:00 AM,46.5,85.5,63.1,,,,,,
1226,07/15/2016 11:43:00 AM,Margaret T Burroughs,133.0,90.0,109.4,113360,07/15/2016 06:35:00 AM,99.0,3.0,17.2,,1,07/15/2016 06:36:00 AM,,,
,,Marion Mahony Griffin,,,,103838,08/30/2006 12:00:00 AM,129.1,198.9,160.2,,,,,,
,,Margaret T Burroughs,,,,97907,07/07/2006 12:00:00 AM,2419.6,2419.6,2419.6,,,,,,
,,Hartigan,,,,95421,08/26/2015 12:00:00 AM,28.0,18.0,22.4,,,,,,
,,Columbia,,,,101641,08/26/2007 12:00:00 AM,48.8,56.1,52.3,,,,,,
,,Hartigan,,,,95674,06/11/2015 12:00:00 AM,17.0,18.0,17.5,,,,,,
,,Marion Mahony Griffin,,,,92310,07/31/2009 12:00:00 AM,8.5,5.2,6.6,,,,,,
,,Hartigan,,,,113899,08/18/2016 09:15:00 AM,32.0,28.0,29.9,,1,08/18/2016 09:16:00 AM,,,
,,Marion Mahony Griffin,,,,98089,08/15/2006 12:00:00 AM,35.5,8.6,17.5,,,,,,
,,Margaret T Burroughs,,,,100389,07/17/2008 12:00:00 AM,191.8,135.4,161.2,,,,,,
,,Marion Mahony Griffin,,,,99942,06/05/2008 12:00:00 AM,21.6,21.6,21.6,,,,,,
,,Hartigan,,,,108910,05/21/2013 12:00:00 AM,51.0,58.0,54.4,,,,,,
,,Hartigan,,,,88068,05/27/2010 12:00:00 AM,129.6,113.0,121.0,,,,,,
,,Marion Mahony Griffin,,,,112018,09/01/2011 12:00:00 AM,6.3,6.3,6.3,,,,,,
,,Margaret T Burroughs,,,,96620,07/18/2011 12:00:00 AM,14.8,16.1,15.4,,,,,,
,,Marion Mahony Griffin,,,,109425,08/21/2013 12:00:00 AM,28.0,32.0,29.9,,,,,,
,,Columbia,,,,103561,07/02/2007 12:00:00 AM,24.5,19.7,22.0,,,,,,
,,Marion Mahony Griffin,,,,94747,08/10/2015 12:00:00 AM,10.0,8.0,8.9,,,,,,
1631,08/07/2016 12:58:00 PM,Rainbow,215.0,86.0,136.0,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Margaret T Burroughs,,,,105385,07/15/2014 12:00:00 AM,387.0,488.0,434.6,,,,,,
,,Marion Mahony Griffin,,,,107217,06/04/2014 12:00:00 AM,308.0,345.0,326.0,,,,,,
,,Marion Mahony Griffin,,,,109542,06/18/2015 12:00:00 AM,2.0,8.0,4.0,,,,,,
,,Hartigan,,,,93194,08/18/2014 12:00:00 AM,70.0,61.0,65.3,,,,,,
,,Marion Mahony Griffin,,,,100557,07/29/2008 12:00:00 AM,108.1,128.1,117.7,,,,,,
,,Columbia,,,,101072,06/20/2008 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,Margaret T Burroughs,,,,91904,08/18/2009 12:00:00 AM,71.2,20.1,37.8,,,,,,
,,Margaret T Burroughs,,,,94736,08/10/2015 12:00:00 AM,144.0,326.0,216.7,,,,,,
,,Margaret T Burroughs,,,,106656,06/24/2014 12:00:00 AM,4.0,4.0,4.0,,,,,,
,,Columbia,,,,102005,07/02/2008 12:00:00 AM,8.6,6.3,7.4,,,,,,
,,Marion Mahony Griffin,,,,99624,05/27/2008 12:00:00 AM,275.5,73.3,142.1,,,,,,
593,06/05/2016 12:00:00 AM,South Shore,118.0,1.0,118.0,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Hartigan,,,,98782,07/23/2007 12:00:00 AM,59.4,59.1,59.2,,,,,,
,,Columbia,,,,104576,06/14/2006 12:00:00 AM,24.6,21.8,23.2,,,,,,
,,Hartigan,,,,104685,06/30/2006 12:00:00 AM,55.1,74.1,63.9,,,,,,
,,Margaret T Burroughs,,,,98979,08/01/2007 12:00:00 AM,228.2,920.8,458.4,,,,,,
